scenario,metric,metric_label,decoder1,decoder2,p_raw,p_bonf,significant_0.01
scenario9,max_rho,Max Spearman rho,bardensr,deepcell,0.008309309428598977,0.08309309428598977,False
scenario9,max_rho,Max Spearman rho,bardensr,nn,4.3043649062823874e-06,4.3043649062823874e-05,True
scenario9,max_rho,Max Spearman rho,bardensr,scaled,0.0,0.0,True
scenario9,max_rho,Max Spearman rho,cosine-np,deepcell,8.956917096902828e-09,8.956917096902828e-08,True
scenario9,max_rho,Max Spearman rho,cosine-np,nn,0.0,0.0,True
scenario9,max_rho,Max Spearman rho,cosine-np,scaled,0.1367501834275765,1.0,False
scenario9,max_rho,Max Spearman rho,deepcell,nn,7.771561172376096e-16,7.771561172376096e-15,True
scenario9,max_rho,Max Spearman rho,deepcell,scaled,4.440892098500626e-16,4.440892098500626e-15,True
scenario9,max_rho,Max Spearman rho,nn,scaled,0.0,0.0,True
scenario9,exc_average_precision,Exact average precision,bardensr,cosine-np,0.0,0.0,True
scenario9,exc_average_precision,Exact average precision,bardensr,deepcell,6.154437372574151e-05,0.0006154437372574151,True
scenario9,exc_average_precision,Exact average precision,bardensr,nn,7.582252306237436e-05,0.0007582252306237436,True
scenario9,exc_average_precision,Exact average precision,bardensr,scaled,0.0,0.0,True
scenario9,exc_average_precision,Exact average precision,cosine-np,deepcell,8.598602358689256e-06,8.598602358689256e-05,True
scenario9,exc_average_precision,Exact average precision,cosine-np,nn,0.0,0.0,True
scenario9,exc_average_precision,Exact average precision,cosine-np,scaled,0.005201887475435152,0.05201887475435152,False
scenario9,exc_average_precision,Exact average precision,deepcell,nn,0.0,0.0,True
scenario9,exc_average_precision,Exact average precision,deepcell,scaled,7.771561172376096e-16,7.771561172376096e-15,True
scenario9,exc_average_precision,Exact average precision,nn,scaled,0.0,0.0,True
